DTXSID,GUID
DTXSID2059770,6e83a7b2-c857-48c3-b4a0-697630a31251
DTXSID2059774,677ea36d-9c15-4ae0-a3a9-4da989b923d4
DTXSID2059774,92b95731-13f2-4c86-ab83-f00fed2ee36f
DTXSID2059776,b1cebeff-18ff-4914-8e45-4a72e5e5ffbb
DTXSID2060123,b888cb65-97b1-4d4f-96d2-4a67c6b1b41f
DTXSID2060123,94fc085b-307c-4228-b523-fcc12a4e9db9
DTXSID2060173,45e695b1-054b-4816-8d18-533e7efa2faf
DTXSID2060177,9b016a33-1728-40d3-816b-de7f67e3055c
DTXSID2060410,2d807fd4-9cc2-44fa-8a37-927604e7d97c
DTXSID2060670,95999d25-7b4b-47fe-9561-33371177fc2c
DTXSID2061149,2cdd9303-9906-4e5b-a237-e31e64b57def
DTXSID2061517,17bab888-7923-42e2-b1a2-baf81c660eb4
DTXSID2062454,17e0aa3c-0398-4ca8-aa7e-9d498c778ea6
DTXSID20698322,636c7dd5-2a23-4a88-b66a-e1d6e484a48e
DTXSID20698322,68bc5a9a-1255-4a8e-b4e6-a5305f25e5d9
DTXSID2073514,ffcc5f07-a5a4-4863-87bf-d62470b3b8d1
DTXSID2075261,78f63095-3df2-481b-a4e1-15ddd843bb44
DTXSID2075340,58ba0bf3-675e-4c52-9eb9-5739b8acdd81
DTXSID2075340,e1ea85b2-d65c-437a-88a4-e00653032234
DTXSID2075392,3eb8a77a-743c-4617-b313-0c573342a08a
DTXSID2075421,b176f15c-2bdb-4e3e-b075-b0850b521748
DTXSID2075427,444b542e-3ea2-468a-96e6-a8c3e05d9b49
DTXSID20859299,44c8fd00-1a0f-4218-9eb8-83257add8fed
DTXSID20860143,9e4f55e5-6cf2-4ece-b911-f9d7af1b0f0f
DTXSID20861650,f1521976-65d6-4b7f-8f9a-fd63236e747e
DTXSID20862546,c0f7cb46-7d9c-404f-b886-c62eccf9ebd4
DTXSID20864888,84d586db-ca2e-455f-ac5a-35f49cc6bc68
DTXSID20865052,1679ddcc-fc88-47d2-9b06-7b1095862085
DTXSID20867814,15152e75-e7c1-46a8-bc65-3fdbe7f89277
DTXSID20870742,7d3eea80-c6ef-4bff-b6cf-bac7c21dce78
DTXSID20873152,99919b34-c3a2-4c35-a291-9a04ebbd383a
DTXSID20873213,7dba43cf-43b1-4aaf-b1d1-958c4b69ba53
DTXSID20873536,17f76b5c-0c09-46db-8f75-bc58fd7889ef
DTXSID20873899,d9371f2a-506e-4fc6-905d-2cb96b76911f
DTXSID20873899,502e4f40-0a01-4a86-bbfa-754913ee5ee8
DTXSID20874028,08db1e3e-915c-4259-bab2-d8ab2818e27a
DTXSID20875575,57c22aee-6d7e-4c63-ad26-74be2a6ba43a
DTXSID20881050,2a05004a-271f-44e5-9d67-ed180be3fdd4
DTXSID20881050,1a8e75a0-d905-4a48-a7f0-398110237a0f
DTXSID20881090,f568c9c6-033c-4469-8f06-ea1874a26444
DTXSID20881237,ed844156-6a68-4d6f-bb30-673605fca7b7
DTXSID20883211,cc68fd3f-9d37-4a5c-a2fc-7fe3696100ac
DTXSID20883211,08ba3f66-b596-4a46-8fd0-fc309e875edb
DTXSID20883458,a2ab116f-f0d6-4eb0-8629-9940a6a48f65
DTXSID20883458,a2761af8-8f18-4598-a01b-1b37b4d7d268
DTXSID20883458,d8919c61-34f3-46ae-930d-a9ec33b76e26
DTXSID20883539,eed15368-5811-4722-a77d-fc7b722c353d
DTXSID20883539,ffb59512-fa04-4706-af8d-ff9bfae3fcee
DTXSID20884420,cf6b084a-5ca0-4e74-ac82-71c45d9b354a
DTXSID20891336,065963f2-9471-45e5-8ded-3a7c0eeae85f
DTXSID20891437,c7ff1268-f14b-4ea9-804f-72f3211312e1
DTXSID20891452,c896e2ea-fd1c-4a78-b50b-62e7971211a9
DTXSID20891452,31bf3b36-bac1-44b5-8a19-e5a80d5a2ad3
DTXSID20891457,6c7f40f8-8946-452d-9953-5d1dea839861
DTXSID20891457,35397165-b158-4734-9de4-ef8664177078
DTXSID20891457,305555bf-fd04-469b-afb0-512f3e5dcc57
DTXSID20891472,176fb51c-7ec2-4b33-ad5c-684be273b612
DTXSID20891477,950fd652-05d6-4d26-a4ba-6148f3aed477
DTXSID20891477,e54ce0de-6e79-4a92-98b7-f1a2f74f1905
DTXSID20891492,22696227-8513-491e-8862-2a674a294067
DTXSID20891492,ff004978-e3a2-4249-adab-f3d253e4bdd3
DTXSID20891497,0f8b4ec8-66ae-41bd-b3e5-7e85cd4aa89a
DTXSID20891553,7e9acd18-227c-4c27-bb7f-99c085d6df81
DTXSID20891553,58b3bfb8-c01f-45e3-ad6b-73336e61d8b1
DTXSID20891578,ba79cb06-68ae-4048-b2ec-d932607544b5
DTXSID20891593,cd59bece-b5bc-4583-bfc3-4af19af08b9a
DTXSID20891598,fc5a3263-52b5-4adc-9c59-e4a50a06c335
DTXSID20891614,20f4eaaf-631c-4308-8300-7cb168f76fd6
DTXSID20891619,f7cf0135-bc65-4d8b-a429-1bf9fdee4298
DTXSID20891634,594c1f7c-cdbd-4337-b839-108e29ae1d3a
DTXSID20891639,fccdbab0-b13b-40ac-b0cc-eeb348d46113
DTXSID20891654,fa3c27b8-49c9-4f69-b6c3-f9d08061c530
DTXSID20891659,fb6d40ce-a121-4980-9111-f1f54059c7c9
DTXSID20891674,7a658abe-1188-4fa1-b660-ffd5119fc1c4
DTXSID20891790,4207f950-4281-4d57-9e63-e89a379e1ff8
DTXSID20891795,3315200d-8dc1-48ed-8d49-2f0c93c6023f
DTXSID20891811,11d56acf-680f-45e2-a0c3-6cdd9937f592
DTXSID20891816,1d8cca3b-6261-4790-83a0-61c445a16970
DTXSID20892005,d1fa1e14-3cde-4704-9b79-aebdd9757d2c
DTXSID20893274,65578e91-bee5-464d-be37-355efbdc678a
DTXSID20894004,9bfb383b-15ec-4ba0-a34f-d76bdb153331
DTXSID20894029,88d3281a-1b4e-4428-a048-3bb2f6d080c4
DTXSID20894049,37599b77-ce1b-4150-9154-17a8ee61157c
DTXSID20896861,409b3c5b-d5e8-489c-91ab-249d94d50a99
DTXSID20896861,1c3bc04f-6ace-423b-a64f-5e71f4abf9d5
DTXSID20896927,2645f7dd-216c-4bc3-892a-2222819e5646
DTXSID20896947,2982100c-0372-4e33-8550-7d2b909e7f78
DTXSID20896947,0be31109-a185-446d-9be9-d91857a798d8
DTXSID20896947,6a85c5ae-04a8-435c-bf9d-7cf64de75665
DTXSID20896987,58bc4929-2f8c-4ff9-ac51-48ee964a408e
DTXSID20896987,4f0743b1-8ed9-4cf0-bb66-a9ac60e86101
DTXSID20904718,f9df7275-6199-4015-b5c9-599f6f9179cf
DTXSID20904894,aa3091ca-61a9-43ed-947a-59ff1905ccd1
DTXSID20908493,41e9b9ce-17ee-4d22-a743-fd04137b567c
DTXSID20909102,35cb60f2-6a75-4179-bd14-f9d493510969
DTXSID20912252,42c07c7e-f740-4ba2-8688-4eed2034663b
DTXSID20912353,1c141ab5-2c8a-4e2d-b091-0cca4fd0fda2
DTXSID20914276,b3519fc4-72ad-45ea-9934-c37730ac64c5
DTXSID2091542,8ff74652-4db8-4463-bed2-b25dc4cd8891
DTXSID20920493,9b39285e-c9cf-47ba-aa51-d1ea18eec8cc
DTXSID20928570,813fbafb-c366-453b-8152-14a0a983b50c
DTXSID20931549,5f3f5638-3870-4a14-b490-b6081dfc8352
DTXSID20936337,8dcfb198-f0e5-4f30-abfa-4f2cb1886048
DTXSID20937586,36aba819-8b3d-4eb0-9aeb-da58c535693e
DTXSID20939343,f349f093-4060-4a0d-84da-2f4c11279e77
DTXSID20941668,a99ce4cd-fc9f-48b0-aa72-895f890cc685
DTXSID20941966,c43e038a-fe4d-45c4-be6a-fae8fb47c30a
DTXSID20941966,f3cc9d8a-4b16-48e4-9f20-f4063438b4e4
DTXSID20943960,e98498cd-c064-4c3c-a774-40d1d6a816f2
DTXSID20950351,503a65d5-82ed-45ab-9fde-522dd429e0c9
DTXSID20953509,a3f2c9bf-9c63-46b9-90f2-44556f25e2a2
DTXSID20953584,aac8b42c-eb11-463c-addc-05fb544f3ff8
DTXSID20954551,e30d04fd-b58c-4e9f-aa0b-20400ef05b6f
DTXSID20959384,c3e6652c-0f52-40a2-915c-3e9276181f28
DTXSID20959905,c68ddf7d-d7d5-49bd-93e4-7e37817d6729
DTXSID20962156,e998952c-ef58-451f-9b1a-e0199aca0c4a
DTXSID20962156,0e21a2af-357c-402d-b49e-f679c1611767
DTXSID20962959,6437f920-3b10-463a-b138-90278c286cd4
DTXSID20965925,09f6048f-e245-4460-8004-884cc167733f
DTXSID20965925,379e84d2-2764-40c2-bf6b-772a3127f05b
DTXSID20965925,b50aea15-20ff-42cb-a857-548c9e689188
DTXSID20971384,4d7bd307-1224-41e6-ba89-82dd85e69ea9
DTXSID20971384,c614d73c-e05d-4ab3-9541-4aa0a604f9cc
DTXSID20972053,60e48300-ac8f-466a-8e00-94e2e6214fcf
DTXSID20973828,8a36d030-11d0-4d54-b50e-61b1d97eb2fc
DTXSID20973828,8476af98-425d-495f-8846-bf9040fe6898
DTXSID20974057,6ce8d7dc-c71d-42d6-93ec-5718ae4a741a
DTXSID20993566,80c3c73c-df9a-4639-986d-9927dd00265b
DTXSID20993602,40e5e8fa-b033-4368-a443-a7378072b635
DTXSID20995843,f9eb611d-3277-46c7-aac0-4ece13b597c4
DTXSID20998213,cced6bff-b92f-4f3d-8663-4e4ab59eeb71
DTXSID20998339,642aad48-fcfc-4a81-b306-d70019d5f970
DTXSID301004260,76d142d0-5c66-49bb-a257-4c5a903374bf
DTXSID301004260,8ed2bb3d-1882-4335-9f15-6eb83df32ab0
DTXSID301007395,ee4a4b62-48de-492d-8c22-ccb5211f319a
DTXSID301009341,5129fb7c-6288-41a5-8c45-782198a6416d
DTXSID30110000,27649a62-b02d-452c-9b05-0db28ee4fd02
DTXSID30110060,5df4e0e8-ab2e-4bc1-a68f-3d5525c355dd
DTXSID30146622,0e011113-15f3-4777-a63c-32210c099d16
DTXSID30147593,22ca9fe8-a8aa-4d13-85a9-18d19eede43c
DTXSID30147593,2db6de21-53a9-4c5d-b9b5-c70e3346f7c6
DTXSID30162786,843b2a7d-15ab-4c21-8cc9-3ff710fce97d
DTXSID30163415,f7023321-a90a-4843-82bb-c6354e48ce3c
DTXSID30165752,41a8a6e1-65e0-4993-bf41-1fed1e70e799
DTXSID30167615,f9adf8c5-6247-440d-ae5c-eb3d1c275035
DTXSID30168066,8627f10f-a755-409f-a925-80904462ae96
DTXSID30173837,c79416a6-e5a2-44ef-a5fd-6acbd8a485f5
DTXSID30175417,b6e355f6-95bb-440d-89cd-4af97d161f29
DTXSID30176762,16daf6a6-5945-4764-b07f-a381cd849403
DTXSID30176904,ff3e0ba1-0ac7-48b4-a418-65bf350d278d
DTXSID30177552,b3390a6e-a0b8-4e45-9abe-c113a1832fdb
DTXSID30178004,8884b81d-a7e1-4728-91c9-992fb73a0683
DTXSID30178004,8c372aad-84ee-4e22-9407-95d06bbb961d
DTXSID30180026,98aa03b6-a0f0-4a56-ac00-caa08fbd4130
DTXSID30180026,f691025e-43b0-42d3-8bfb-c57276d99832
DTXSID30180288,c5c14262-4d84-4ec5-9334-886ff164f9d8
DTXSID30183057,ef515cdc-61a3-4882-b08b-d13cceb3cabb
DTXSID30183057,6e48ba72-8bd9-4d52-a8bb-304c5ccd955c
DTXSID30183274,b973d795-e34d-47ba-9805-ab338ba5971d
DTXSID30183274,f3187705-6bfe-4f9d-acdd-497d1e8be9c3
DTXSID30188845,76a933cf-65fd-4f69-93a2-5c9b6e3a52d7
DTXSID30189514,f8015987-0008-4ccf-965e-5ae7ad82e067
DTXSID30190084,773cb93d-5e78-4c79-988f-5ad0fe757f70
DTXSID30190483,eb5d11e8-b6d2-4ba9-a517-3d1cf7fc0bd9
DTXSID30190483,51fd01c8-6e19-47f4-b89f-29a3adc5b4d6
DTXSID30190483,e5456672-6955-4543-9ccb-884629074abb
DTXSID30190483,028990e6-2dd2-48eb-bd57-7ceaa623c278
DTXSID30191177,6bfed001-18bc-4a21-b887-d3e9a3171056
DTXSID30196066,e0934e38-7f42-4f90-a412-eb0bd260a30d
DTXSID30196066,cbd57fbe-2e50-4b5a-b39e-d5b6f48a7aeb
DTXSID30196066,bcb7b35d-6829-4389-a110-e83c1a44cf29
DTXSID30196243,1d7173e5-5bc7-4deb-b123-4efe6e648043
DTXSID30196288,2eccb98e-b157-4ce1-b3b9-426df25dcd20
DTXSID30197417,8dd0716d-ef0e-4b7a-bbe6-8d3fc8f582de
DTXSID30197654,3f80c31f-15a5-412c-9ac4-b6c7a31034dd
DTXSID30198207,e7b550fa-b56b-4796-ad82-85675feaf4a9
DTXSID30198207,aa1a5bc3-3709-44f0-93db-ee97175cf014
DTXSID30200410,cce92276-1eac-4be9-9b89-3524ae4d75b8
DTXSID3020043,0b738648-f0eb-4870-ae0b-e868e5a9ff7e
DTXSID3020122,a512090c-68ec-462e-8059-835c2d77c2a9
DTXSID3020122,20b93235-9c0c-4b1e-9230-16a1cca02f81
DTXSID3020122,df803cce-7f3b-4a27-b289-92a173e3cabd
DTXSID3020122,8b680b6a-6c9d-44e8-9ccc-0c1ddd5c4caf
DTXSID3020205,a617fe49-044e-49a8-92c1-9b827e5c99ac
DTXSID3020205,2bdccad0-3027-4dbd-981f-25ed0c7c9761
DTXSID3020207,8616ba88-d296-4670-b35f-da3eed38505b
DTXSID3020207,8e51128d-8b12-4b67-aa7f-c4cda908c744
DTXSID3020207,cc800b04-07b0-4900-8154-1c1e420fedb8
DTXSID3020209,c6b23bac-701a-484e-b57b-6006dfc0993b
DTXSID3020209,92ecd51d-031e-4c42-8dc5-57e294ad6516
DTXSID3020257,8b3941d5-5a8f-44b2-8ffd-1977c5b893b0
DTXSID3020257,dc88720d-e415-4af7-aaea-776a57aec533
DTXSID3020259,fc76ff58-677e-4399-8c8d-c79b90e79b94
DTXSID3020259,07f819db-e8d7-425b-8a8b-c03efafd02b8
DTXSID30203289,054e5126-7953-40f7-8a13-93ab39b3c49d
DTXSID3020332,a94017f9-aa66-442d-b208-87f74561c0e4
DTXSID3020332,a0116be5-ab0c-4681-88f8-e3d0d3290a4c
DTXSID3020336,3e7498a7-2863-44df-b20c-0d000077c6f0
DTXSID3020382,a3efb3de-c2f2-4fc1-b210-5ccda51e0bde
DTXSID3020384,61d25a03-c946-4b1c-8fea-8d99255e73aa
DTXSID3020384,8609c2a4-6b79-4a8c-99b6-f42bd383ef52
DTXSID3020384,70f53998-b72c-4bfc-b664-107471f9d519
DTXSID30204493,fd0ca4fc-6a58-4894-bf8e-4ca5eb6809b3
DTXSID3020465,d7fa528c-d55f-434c-ab5e-a9c3f9d9c6eb
DTXSID3020467,8b9db228-ba39-497f-9c06-aff7e911f243
DTXSID30204918,f28e74fc-fc60-4fcb-a42c-fa2fc9237cb3
DTXSID30205349,bda98d6b-de04-4110-b364-18a05939ab39
DTXSID3020625,1d010478-c110-412c-b843-1ed6258694b6
DTXSID3020627,6ecad5f5-447d-45a8-b25a-c15c33912a64
DTXSID3020627,67c3203d-eb43-4541-bb4e-05247b11568f
DTXSID3020627,9ff3c8b2-3064-40fc-bfc0-71bd346d4398
DTXSID3020756,c984912c-6b53-4f56-879f-4a6e2b96d0ed
DTXSID30208714,49262a13-37c6-4f46-8860-95c2f812b022
DTXSID30208759,5066efdf-627e-4bdb-a188-bdf5d2c9ecef
DTXSID3020912,488d6a21-2415-42a3-bbef-34f04fc3489b
DTXSID3021067,49dd3b0e-a29d-46e0-af57-14d7a0be4a1c
DTXSID3021196,af405e52-199a-4949-ba9d-82b8afbae6c3
DTXSID3021196,28cac565-3ac7-4d4d-8925-6e17cb269dc7
DTXSID3021304,38f3fd4f-5c2b-4e92-96d4-e7ce4665f27c
DTXSID30214855,46780a81-6cb7-45bf-8e58-cd63c7e470d9
DTXSID3021641,e55ef749-5e3f-4fbf-bc06-d3deadb3a8a7
DTXSID3021641,fc88e170-6200-42a7-b497-b5a65c1ed1f5
DTXSID3021645,158423a5-005b-44e1-a3ca-4739ce5e761b
DTXSID3021647,575505b8-7dc2-40b1-809b-0a7ad866e735
DTXSID3021778,d4088ff7-d713-4061-bcc4-f772547e3918
DTXSID3021805,d32eda0f-5a78-42e1-a1c9-929f1e510001
DTXSID3021805,d02cf526-5662-487b-bfe5-c73f1b7a4ea3
DTXSID3021805,985f85df-a579-4822-b74e-43770ac9a3e9
DTXSID3021930,ce8af4d8-21bf-4a30-9c7d-b21ecfa243f7
DTXSID3021932,ce28d9c3-0c9d-4307-9dc5-5c552c587b17
DTXSID3021986,ab39109c-0381-4d2b-86c6-c6dea5dc21c9
DTXSID3022083,d3d779d5-2430-4b87-9322-439ab54faf70
DTXSID3022162,079aec91-13d7-4fa7-9f06-74c4bd4ad557
DTXSID3022162,d9ce1134-e885-4bd5-8abd-7e04caf737ed
DTXSID3022162,a637bc63-dc4f-4fb6-9cd4-ff33eede3c34
DTXSID3022322,5d005716-7680-491b-abb6-204ee0db22d3
DTXSID3022322,c07b109a-9baf-4167-a069-d95f92bb7f1f
DTXSID3022322,391f24aa-306d-4017-a9a7-cc55250b9621
DTXSID3022322,048a07c4-2e08-4509-a5d2-73d0f1e0d225
DTXSID3022324,3b019fcb-f96d-4403-948c-93f3028d042b
DTXSID3022326,f7b2d73a-0b2e-4ee1-9d6f-c6c0917429b0
DTXSID3022326,a2cd8317-7517-4071-a675-e7e7f848f19a
DTXSID3022326,9d39013a-f682-4543-b2c5-43bcdc5c105b
DTXSID3022326,4d6cd782-2e95-43ea-bda1-7da2000fc63d
DTXSID3022328,99e8c828-21da-432c-9c68-d4fd0bd7696f
DTXSID3022328,c246065a-c508-4c32-8210-a16d2d44a2cc
DTXSID3022370,109d5c8d-4562-4aff-96b2-64357bb8be94
DTXSID3022370,8c3af69e-7474-4f6f-adbd-b6e57844c2ac
DTXSID3022370,816480fa-90a2-48e1-941b-d89660924d2b
DTXSID3022403,9f370292-699b-4842-8c0a-80c3dd7087fa
DTXSID3022405,763a98d7-2290-4213-b4d2-573b57db0c8b
DTXSID3022405,e543497f-a4cf-4bc0-a184-a2ec2c2f3164
DTXSID3022405,abff0cef-d19c-41fe-a8ab-e4a51e544cc5
DTXSID3022405,fe80379c-de4d-4f15-98d9-222877e4b1c1
DTXSID3022405,939b9164-7b4a-421b-a878-3cc20cdace69
DTXSID3022409,4bdb0bcf-9efa-4314-a5a0-74814273de5a
DTXSID3022409,5a019401-53f2-4d68-b164-775dfddadf24
DTXSID3022409,3a555244-dd18-413f-8dd4-77808b6653de
DTXSID3022409,476c4878-deff-4d7a-9728-525620ca35ab
DTXSID3022451,bf7b68ae-1f89-41b6-a6a1-a40bf031f4b9
DTXSID3022455,43a1a51e-1abc-43a3-a280-9a497d65e308
DTXSID3022455,4b7d9216-ed99-4c9e-9d75-dd0f46a55245
DTXSID30224838,a4508eb5-8731-46b8-b097-75019c689b36
DTXSID3022530,bf3df0bb-f66a-4168-b4a1-ca795718ada2
DTXSID3022586,4563a8eb-667e-4c95-85d4-0ed2763f7abd
DTXSID3022613,88a04d54-dd1d-44e8-9d67-ce222d42ec4e
DTXSID3022615,c8614c36-b916-4519-82a6-99a5571cf04d
DTXSID3022663,e15093b0-a07a-4b89-998d-f20b226dded0
DTXSID3022667,ba3124df-44f1-4516-8859-64e523371a3f
DTXSID3022667,8609c2a4-6b79-4a8c-99b6-f42bd383ef52
DTXSID3022667,fb87cf23-aecd-4274-97bb-9daa35450dff
DTXSID3022742,dcff697d-d26d-428d-91f1-5ee755e9718e
DTXSID3022744,50011d9d-259a-4324-9e94-d303590b57d9
DTXSID3022746,237f91cb-cc28-4e3d-9db0-2d929f141ca2
DTXSID3022748,69cdd91a-57ee-4e46-a29e-dea18b5feab3
DTXSID3022829,0fa300b3-2f8b-477b-8897-82b2495f3505
DTXSID3022829,8fa370da-9884-4640-b6a4-9911559708f5
DTXSID3022829,bd153a7f-f47f-4512-b3e0-3ccade7c2fb0
DTXSID3022871,329c4a2f-156e-40c4-8f86-7760a8b0cbeb
DTXSID3022873,729bd820-e4ad-44e2-824d-9e961fe253b0
DTXSID3022877,e3d3d19a-1a1d-45c5-afcc-0c18d1655070
DTXSID30228775,dd999070-3398-4034-9f9f-9dd2c7b2f3ea
DTXSID3022908,fb4fd6c2-b112-4849-a73c-115db9c13062
DTXSID3022908,f5fddc69-3d8b-4235-910f-8f667311274d
DTXSID3022958,93658891-e460-4a02-85ac-c61220de5de4
DTXSID3022958,29e36d71-5f1e-4cb7-8af1-d4e748cf1902
DTXSID3023053,9a9e4310-8fb8-4bab-a875-4cd37cbd7025
DTXSID3023059,1a3afac9-365c-4e11-9cda-0f4b1d749336
DTXSID30231502,99cb37c7-6e7f-4ad2-9efb-00b7a397b217
DTXSID3023184,f9e7168e-356a-409c-85aa-62fab72f51d3
DTXSID3023184,25cf51c4-9c89-4296-92b0-35e01ca5a2f5
DTXSID3023215,1f35740e-cc29-46f5-a5bc-36a32df19dfb
DTXSID3023261,7d58bb02-06e8-4047-8b55-60b631cef544
DTXSID3023261,1117bacb-6e88-418c-a99e-12fe095c2be6
DTXSID3023269,218a6b18-73ec-4ee9-8d00-f4288ec14f83
DTXSID3023342,a4f8b342-072c-411b-bf4c-89fc7c926c46
DTXSID3023342,7a81db5e-92c5-4f2e-8161-7be93cdcb82e
DTXSID3023344,9a5413dd-cb34-4f23-a687-1fab4ee6436f
DTXSID3023348,5b8d11ba-a0ec-4e5a-a487-8d19586d7f41
DTXSID3023390,b0a09584-9ed8-4fa8-9e55-f521a9fc795d
DTXSID3023390,e07d5b15-0390-406a-9f11-6459befa60af
DTXSID3023394,24b76d47-aba6-4111-80bb-628fdad39cfe
DTXSID3023396,e6b724ce-d18c-4149-847e-e300baade4d4
DTXSID3023398,bd05bc2c-5a50-4a98-85c5-5e39881d0ee1
DTXSID3023421,3ac1781c-d29f-47d5-97e0-3c95aa6178a7
DTXSID3023423,23a7711a-8133-4876-b7eb-dcd9e87a1613
DTXSID3023423,1846d424-c17c-4279-a3c6-612f48268673
DTXSID3023423,0984447f-2c5f-4d55-a777-592e6f599e20
DTXSID3023425,d434092d-cbbe-4a05-8653-ff61315b14ae
DTXSID3023425,fd210213-b911-46d1-ab49-d6af683ea2c9
DTXSID3023425,9d8e8045-b4c3-4309-bfd0-b79bc7d791cb
DTXSID3023471,fe4114ce-f114-43a7-8a94-6f02689f2d23
DTXSID3023471,3c669aa5-50bb-41c7-b01c-ccc7bb87c961
DTXSID3023479,3059c498-5314-4bba-8fdc-16d06aaf3f5c
DTXSID3023550,274ae2b3-20c1-485b-b819-468f30cecf39
DTXSID3023550,75ced87e-4e98-4ff0-8ad0-e8008909625a
DTXSID3023552,c17fe224-820d-453f-991e-b142dd4f1ac3
DTXSID3023681,fc3a1c5d-af45-43c8-acfb-b364a640d0f5
DTXSID3023683,2d2ad083-c4d4-4727-a77d-3e06d17c3a69
DTXSID3023712,691fc182-239c-4506-8446-b47a0c7bd852
DTXSID3023712,1af7ecb8-3e7b-418f-8f13-c71b8d6dde2c
DTXSID3023712,fd65e3da-dc35-4d49-948f-c94cfa2c0066
DTXSID3023712,d6589634-ba71-4f1c-bcca-581ebbc44d83
DTXSID3023718,29db292a-4bf6-47b4-9430-715803cd6178
DTXSID30237983,be19836c-ca76-43ab-a937-d083d614015d
DTXSID3023897,2e567afc-c3e6-403c-a0c5-716a876a516f
DTXSID30239563,a1acdd49-0d4d-4aab-b282-4622a4b0c73b
DTXSID3024152,3fb230b2-b55d-4442-8884-e6660c661a49
DTXSID3024152,ccc92754-ed83-4f16-93e5-53e407197bf1
DTXSID3024154,d68944a5-1cdd-4c23-b10f-1f62e46fde3b
DTXSID3024235,978a42fc-8b17-4998-983e-c1e515fc5f40
DTXSID3024235,db7c2739-4a2b-433a-9ba6-30a8b5a2466e
DTXSID3024235,a22e53c0-8f70-4e40-b5c8-e6889c976417
DTXSID3024239,679bcce2-681d-40de-8c15-514db40eb501
DTXSID3024239,d5562dab-f4a9-44e3-ba4f-4535e45d8903
DTXSID3024318,49322bfd-66d3-4728-b973-9c23a1c1d975
DTXSID3024318,1bc238a3-cf34-4b3d-81bf-23f5be3bcc64
DTXSID3024499,683ed209-e7e5-4bb5-a53d-2dd1a47f0382
DTXSID3024499,e2f88051-c13c-4688-8f1b-5be16d4ba69c
DTXSID3025091,96d3709a-6cdb-4daa-aa45-abd86985859a
DTXSID3025091,e3828ef5-3a4f-4629-a1e8-b48dd252aac4
DTXSID3025178,93345811-d480-4956-88f7-07ca20d086a6
DTXSID3025178,a5bad885-95bf-4b5a-aeae-b35c84060a4a
DTXSID3025679,c317310d-db21-41c5-9551-d5e34f47bc94
DTXSID3025706,68ac5189-68a0-4290-b2c8-06967225b32c
DTXSID3025706,d0375023-784f-47cf-b68a-f6a8c21f2252
DTXSID3025706,11ebcd49-428a-4c22-95fd-b76a19fbeb1d
DTXSID3025885,28c432ff-ccbc-4cbc-8743-9bed4529f10d
DTXSID3026067,7a1960df-dd89-4848-a40c-7fd7616f54d5
DTXSID3026067,55f1c7f3-acb3-464b-8b2b-083950b3940c
DTXSID3026067,d82d87e4-4040-4119-8655-114404f896dc
DTXSID3026514,6cd43517-e191-4462-8a24-6e34c3ea2df1
DTXSID3026647,cea9f931-b6eb-4dc4-8955-ededdc835261
DTXSID3026647,62b7aabd-1be4-443d-a010-31fad1e06f00
DTXSID3026647,d56be3c9-54a3-45c4-84e8-29e9bc39066b
DTXSID3026930,d3447490-96fd-45d0-adf2-0806e5214606
DTXSID3026988,100dcfdb-c413-48e8-b19c-7b43aae0a764
DTXSID3027297,1d3cec2d-5d67-451a-b0f1-568ef154bf5f
DTXSID30273987,3b14236a-4bdd-495c-8099-319c3fdd0411
DTXSID30273987,fb15e358-7eb3-446e-84f1-6155a11e7f4a
DTXSID30274373,fefed218-1947-4fb1-af40-d4efbfb553c2
DTXSID3029287,94690522-f0c8-492f-9d09-4f37bfdee880
DTXSID30297885,acc08d98-99df-42f5-b4fb-f35024bf2792
DTXSID3029869,77ab975d-a717-443f-8adb-2666888b4ced
DTXSID3029869,ffbdfd47-dc79-42f0-9338-94b3854ca896
DTXSID3029869,393031a6-c82a-4c15-9733-f669852d8585
DTXSID3030189,834074d0-f06d-46da-9c03-36c12a173c6a
DTXSID30318362,7c7274ce-29c9-4b10-9de1-6baa6199c4e4
DTXSID3031860,0a97b6f9-aaf5-4770-a208-1bc46f3454e0
DTXSID3031860,670b1eff-cc8a-4555-86aa-3930ce80af5c
DTXSID3031862,c3aebd36-8fea-470f-9ed0-c113f52a2944
DTXSID3031862,baf239b9-ebcb-41c0-9270-ff80ede013c6
DTXSID3031864,dd5eae5c-a6c1-41ca-9cc3-00784466d8e8
DTXSID3031864,d625e7c4-5775-420a-95e0-0003d84d858b
DTXSID3032389,0ae5aba8-bd7d-4e3e-b8df-13d3470df9e6
DTXSID3032416,c9dd6da0-69ea-4f64-9486-d9d6f9de976c
DTXSID3032416,081797ca-99ac-4892-b26e-1c2f2fcfd8b7
DTXSID3032416,bf32e5f7-86bb-479d-af81-86dc75af223a
DTXSID3032416,6397f7f5-d5cc-49f6-87b0-c749cb1e869a
DTXSID3032549,3d6073b7-e385-4092-afe0-da0ee7b1fd17
DTXSID3032626,de22aff6-47a1-47c7-9cc0-5de0cc946b3e
DTXSID3032626,5ecc2838-1e33-4e64-8b5f-f9ef228f3e0c
DTXSID3032626,3afed6be-43e1-4fa2-a522-466bc9ab9a1b
DTXSID3032628,834aac21-13f7-4637-85fd-4007b2570a2e
DTXSID3032628,aa46a794-a601-43ea-a2b5-df976b486220
DTXSID30331450,91f1955c-98e1-4c4a-8374-18f239499369
